,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-30T00:00:00.000,Alexandria,3852,323,69
1,2020-09-30T00:00:00.000,Alleghany,1633,78,29
2,2020-09-30T00:00:00.000,Arlington,3995,500,150
3,2020-09-30T00:00:00.000,Central Shenandoah,5518,269,70
4,2020-09-30T00:00:00.000,Central Virginia,3306,125,37
5,2020-09-30T00:00:00.000,Chesapeake,4350,417,72
6,2020-09-30T00:00:00.000,Chesterfield,6546,382,126
7,2020-09-30T00:00:00.000,Chickahominy,1872,164,53
8,2020-09-30T00:00:00.000,Crater,4064,275,104
9,2020-09-30T00:00:00.000,Cumberland Plateau,855,59,10
10,2020-09-30T00:00:00.000,Eastern Shore,1487,139,50
11,2020-09-30T00:00:00.000,Fairfax,21188,2187,603
12,2020-09-30T00:00:00.000,Hampton,1846,68,27
13,2020-09-30T00:00:00.000,Henrico,5491,441,216
14,2020-09-30T00:00:00.000,Lenowisco,930,78,20
15,2020-09-30T00:00:00.000,Lord Fairfax,3154,274,113
16,2020-09-30T00:00:00.000,Loudoun,6889,435,125
17,2020-09-30T00:00:00.000,Mount Rogers,2850,256,124
18,2020-09-30T00:00:00.000,New River,3274,60,19
19,2020-09-30T00:00:00.000,Norfolk,4881,367,78
20,2020-09-30T00:00:00.000,Peninsula,4427,199,79
21,2020-09-30T00:00:00.000,Piedmont,1984,136,49
22,2020-09-30T00:00:00.000,Pittsylvania-Danville,1925,144,38
23,2020-09-30T00:00:00.000,Portsmouth,2594,288,59
24,2020-09-30T00:00:00.000,Prince William,15112,1100,239
25,2020-09-30T00:00:00.000,Rappahannock,5325,393,75
26,2020-09-30T00:00:00.000,Rappahannock Rapidan,2653,174,52
27,2020-09-30T00:00:00.000,Richmond,4674,419,61
28,2020-09-30T00:00:00.000,Roanoke,1787,70,28
29,2020-09-30T00:00:00.000,Southside,1455,85,45
30,2020-09-30T00:00:00.000,Thomas Jefferson,3556,188,70
31,2020-09-30T00:00:00.000,Three Rivers,1819,117,30
32,2020-09-30T00:00:00.000,Virginia Beach,6937,381,91
33,2020-09-30T00:00:00.000,Western Tidewater,3932,199,125
34,2020-09-30T00:00:00.000,West Piedmont,2110,251,72
35,2020-09-29T00:00:00.000,Alexandria,3841,321,69
36,2020-09-29T00:00:00.000,Alleghany,1609,78,29
37,2020-09-29T00:00:00.000,Arlington,3985,499,150
