,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-08T00:00:00.000,Alexandria,3961,324,73
1,2020-10-08T00:00:00.000,Alleghany,1834,83,29
2,2020-10-08T00:00:00.000,Arlington,4132,508,152
3,2020-10-08T00:00:00.000,Central Shenandoah,5925,279,71
4,2020-10-08T00:00:00.000,Central Virginia,3708,136,46
5,2020-10-08T00:00:00.000,Chesapeake,4517,442,73
6,2020-10-08T00:00:00.000,Chesterfield,6778,414,129
7,2020-10-08T00:00:00.000,Chickahominy,2031,170,55
8,2020-10-08T00:00:00.000,Crater,4362,280,104
9,2020-10-08T00:00:00.000,Cumberland Plateau,980,68,11
10,2020-10-08T00:00:00.000,Eastern Shore,1499,141,50
11,2020-10-08T00:00:00.000,Fairfax,21845,2206,610
12,2020-10-08T00:00:00.000,Hampton,1923,73,27
13,2020-10-08T00:00:00.000,Henrico,5659,452,220
14,2020-10-08T00:00:00.000,Lenowisco,1023,85,20
15,2020-10-08T00:00:00.000,Lord Fairfax,3334,287,118
16,2020-10-08T00:00:00.000,Loudoun,7110,442,127
17,2020-10-08T00:00:00.000,Mount Rogers,3055,275,129
18,2020-10-08T00:00:00.000,New River,3538,64,26
19,2020-10-08T00:00:00.000,Norfolk,4996,378,79
20,2020-10-08T00:00:00.000,Peninsula,4594,210,89
21,2020-10-08T00:00:00.000,Piedmont,2147,140,51
22,2020-10-08T00:00:00.000,Pittsylvania-Danville,2127,157,45
23,2020-10-08T00:00:00.000,Portsmouth,2652,293,63
24,2020-10-08T00:00:00.000,Prince William,15570,1121,244
25,2020-10-08T00:00:00.000,Rappahannock,5506,401,78
26,2020-10-08T00:00:00.000,Rappahannock Rapidan,2754,178,53
27,2020-10-08T00:00:00.000,Richmond,4839,431,62
28,2020-10-08T00:00:00.000,Roanoke,2022,79,32
29,2020-10-08T00:00:00.000,Southside,1593,89,46
30,2020-10-08T00:00:00.000,Thomas Jefferson,3891,197,73
31,2020-10-08T00:00:00.000,Three Rivers,1935,124,32
32,2020-10-08T00:00:00.000,Virginia Beach,7192,401,95
33,2020-10-08T00:00:00.000,Western Tidewater,4196,203,136
34,2020-10-08T00:00:00.000,West Piedmont,2307,262,80
35,2020-10-07T00:00:00.000,Alexandria,3938,327,71
36,2020-10-07T00:00:00.000,Alleghany,1770,82,28
37,2020-10-07T00:00:00.000,Arlington,4083,508,152
38,2020-10-07T00:00:00.000,Central Shenandoah,5846,278,70
39,2020-10-07T00:00:00.000,Central Virginia,3601,135,43
40,2020-10-07T00:00:00.000,Chesapeake,4457,438,72
41,2020-10-07T00:00:00.000,Chesterfield,6716,408,129
42,2020-10-07T00:00:00.000,Chickahominy,2004,169,54
43,2020-10-07T00:00:00.000,Crater,4311,280,104
44,2020-10-07T00:00:00.000,Cumberland Plateau,937,67,10
45,2020-10-07T00:00:00.000,Eastern Shore,1498,141,50
46,2020-10-07T00:00:00.000,Fairfax,21659,2206,609
47,2020-10-07T00:00:00.000,Hampton,1899,72,27
48,2020-10-07T00:00:00.000,Henrico,5617,451,219
49,2020-10-07T00:00:00.000,Lenowisco,1006,83,20
50,2020-10-07T00:00:00.000,Lord Fairfax,3287,283,118
51,2020-10-07T00:00:00.000,Loudoun,7042,441,127
52,2020-10-07T00:00:00.000,Mount Rogers,3003,272,129
53,2020-10-07T00:00:00.000,New River,3489,63,24
54,2020-10-07T00:00:00.000,Norfolk,4968,374,79
55,2020-10-07T00:00:00.000,Peninsula,4550,208,89
56,2020-10-07T00:00:00.000,Piedmont,2119,138,51
57,2020-10-07T00:00:00.000,Pittsylvania-Danville,2078,157,44
58,2020-10-07T00:00:00.000,Portsmouth,2634,293,63
59,2020-10-07T00:00:00.000,Prince William,15435,1117,240
60,2020-10-07T00:00:00.000,Rappahannock,5445,400,78
61,2020-10-07T00:00:00.000,Rappahannock Rapidan,2734,178,52
62,2020-10-07T00:00:00.000,Richmond,4792,429,62
63,2020-10-07T00:00:00.000,Roanoke,1966,77,29
64,2020-10-07T00:00:00.000,Southside,1566,89,46
65,2020-10-07T00:00:00.000,Thomas Jefferson,3827,197,73
66,2020-10-07T00:00:00.000,Three Rivers,1888,123,32
67,2020-10-07T00:00:00.000,Virginia Beach,7141,399,95
68,2020-10-07T00:00:00.000,Western Tidewater,4138,204,135
69,2020-10-07T00:00:00.000,West Piedmont,2247,258,79
70,2020-10-06T00:00:00.000,Alexandria,3932,327,71
71,2020-10-06T00:00:00.000,Alleghany,1723,79,28
72,2020-10-06T00:00:00.000,Arlington,4068,508,152
73,2020-10-06T00:00:00.000,Central Shenandoah,5793,278,70
74,2020-10-06T00:00:00.000,Central Virginia,3589,134,43
75,2020-10-06T00:00:00.000,Chesapeake,4448,437,73
76,2020-10-06T00:00:00.000,Chesterfield,6700,404,129
77,2020-10-06T00:00:00.000,Chickahominy,1997,169,54
78,2020-10-06T00:00:00.000,Crater,4295,280,104
79,2020-10-06T00:00:00.000,Cumberland Plateau,922,67,10
80,2020-10-06T00:00:00.000,Eastern Shore,1498,141,50
81,2020-10-06T00:00:00.000,Fairfax,21626,2208,607
82,2020-10-06T00:00:00.000,Hampton,1896,70,27
83,2020-10-06T00:00:00.000,Henrico,5608,450,219
84,2020-10-06T00:00:00.000,Lenowisco,1006,83,20
85,2020-10-06T00:00:00.000,Lord Fairfax,3279,283,117
86,2020-10-06T00:00:00.000,Loudoun,7026,441,126
87,2020-10-06T00:00:00.000,Mount Rogers,2984,270,128
88,2020-10-06T00:00:00.000,New River,3471,63,24
89,2020-10-06T00:00:00.000,Norfolk,4955,373,79
90,2020-10-06T00:00:00.000,Peninsula,4536,206,88
91,2020-10-06T00:00:00.000,Piedmont,2105,138,51
92,2020-10-06T00:00:00.000,Pittsylvania-Danville,2048,157,42
93,2020-10-06T00:00:00.000,Portsmouth,2633,293,62
94,2020-10-06T00:00:00.000,Prince William,15381,1116,240
95,2020-10-06T00:00:00.000,Rappahannock,5440,399,78
96,2020-10-06T00:00:00.000,Rappahannock Rapidan,2728,179,52
97,2020-10-06T00:00:00.000,Richmond,4790,428,62
98,2020-10-06T00:00:00.000,Roanoke,1941,75,29
99,2020-10-06T00:00:00.000,Southside,1565,88,46
100,2020-10-06T00:00:00.000,Thomas Jefferson,3818,194,73
101,2020-10-06T00:00:00.000,Three Rivers,1887,123,32
102,2020-10-06T00:00:00.000,Virginia Beach,7126,397,94
103,2020-10-06T00:00:00.000,Western Tidewater,4136,203,134
104,2020-10-06T00:00:00.000,West Piedmont,2232,255,77
105,2020-10-05T00:00:00.000,Alexandria,3927,327,70
106,2020-10-05T00:00:00.000,Alleghany,1711,78,28
107,2020-10-05T00:00:00.000,Arlington,4057,507,152
108,2020-10-05T00:00:00.000,Central Shenandoah,5734,276,70
109,2020-10-05T00:00:00.000,Central Virginia,3535,133,40
110,2020-10-05T00:00:00.000,Chesapeake,4433,433,73
111,2020-10-05T00:00:00.000,Chesterfield,6686,400,129
112,2020-10-05T00:00:00.000,Chickahominy,1960,168,54
113,2020-10-05T00:00:00.000,Crater,4268,279,104
114,2020-10-05T00:00:00.000,Cumberland Plateau,913,63,10
115,2020-10-05T00:00:00.000,Eastern Shore,1497,140,50
116,2020-10-05T00:00:00.000,Fairfax,21568,2206,605
117,2020-10-05T00:00:00.000,Hampton,1889,69,27
118,2020-10-05T00:00:00.000,Henrico,5593,449,219
119,2020-10-05T00:00:00.000,Lenowisco,997,82,20
120,2020-10-05T00:00:00.000,Lord Fairfax,3260,281,116
121,2020-10-05T00:00:00.000,Loudoun,6987,437,126
122,2020-10-05T00:00:00.000,Mount Rogers,2967,268,128
123,2020-10-05T00:00:00.000,New River,3460,62,23
124,2020-10-05T00:00:00.000,Norfolk,4953,370,79
125,2020-10-05T00:00:00.000,Peninsula,4527,206,87
126,2020-10-05T00:00:00.000,Piedmont,2089,138,51
