,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-01T00:00:00.000,Alexandria,5404,366,77
1,2020-12-01T00:00:00.000,Alleghany,5260,163,79
2,2020-12-01T00:00:00.000,Arlington,6334,589,157
3,2020-12-01T00:00:00.000,Central Shenandoah,9616,390,112
4,2020-12-01T00:00:00.000,Central Virginia,7103,261,80
5,2020-12-01T00:00:00.000,Chesapeake,6699,536,80
6,2020-12-01T00:00:00.000,Chesterfield,10346,554,163
7,2020-12-01T00:00:00.000,Chickahominy,3473,239,72
8,2020-12-01T00:00:00.000,Crater,5995,345,123
9,2020-12-01T00:00:00.000,Cumberland Plateau,2610,148,23
10,2020-12-01T00:00:00.000,Eastern Shore,1708,157,52
11,2020-12-01T00:00:00.000,Fairfax,31605,2591,639
12,2020-12-01T00:00:00.000,Hampton,2829,121,35
13,2020-12-01T00:00:00.000,Henrico,8467,594,251
14,2020-12-01T00:00:00.000,Lenowisco,3062,176,77
15,2020-12-01T00:00:00.000,Lord Fairfax,6440,443,146
16,2020-12-01T00:00:00.000,Loudoun,10232,561,144
17,2020-12-01T00:00:00.000,Mount Rogers,6356,429,167
18,2020-12-01T00:00:00.000,New River,6465,153,48
19,2020-12-01T00:00:00.000,Norfolk,6566,458,91
20,2020-12-01T00:00:00.000,Peninsula,6664,262,96
21,2020-12-01T00:00:00.000,Piedmont,3133,202,68
22,2020-12-01T00:00:00.000,Pittsylvania-Danville,3427,259,74
23,2020-12-01T00:00:00.000,Portsmouth,3216,350,71
24,2020-12-01T00:00:00.000,Prince William,21540,1289,271
25,2020-12-01T00:00:00.000,Rappahannock,8281,497,98
26,2020-12-01T00:00:00.000,Rappahannock Rapidan,4652,235,61
27,2020-12-01T00:00:00.000,Richmond,6754,505,82
28,2020-12-01T00:00:00.000,Roanoke,4131,130,77
29,2020-12-01T00:00:00.000,Southside,2311,104,61
30,2020-12-01T00:00:00.000,Thomas Jefferson,5380,274,82
31,2020-12-01T00:00:00.000,Three Rivers,2921,170,47
32,2020-12-01T00:00:00.000,Virginia Beach,10963,533,113
33,2020-12-01T00:00:00.000,Western Tidewater,5357,275,165
34,2020-12-01T00:00:00.000,West Piedmont,4763,366,111
35,2020-11-30T00:00:00.000,Alexandria,5366,364,77
36,2020-11-30T00:00:00.000,Alleghany,5193,163,77
37,2020-11-30T00:00:00.000,Arlington,6299,589,157
38,2020-11-30T00:00:00.000,Central Shenandoah,9421,382,107
39,2020-11-30T00:00:00.000,Central Virginia,7022,255,73
40,2020-11-30T00:00:00.000,Chesapeake,6657,534,80
41,2020-11-30T00:00:00.000,Chesterfield,10210,550,163
42,2020-11-30T00:00:00.000,Chickahominy,3427,239,72
43,2020-11-30T00:00:00.000,Crater,5961,343,123
44,2020-11-30T00:00:00.000,Cumberland Plateau,2572,143,23
45,2020-11-30T00:00:00.000,Eastern Shore,1698,157,52
46,2020-11-30T00:00:00.000,Fairfax,31388,2561,638
47,2020-11-30T00:00:00.000,Hampton,2816,120,35
48,2020-11-30T00:00:00.000,Henrico,8409,590,251
49,2020-11-30T00:00:00.000,Lenowisco,3023,175,77
50,2020-11-30T00:00:00.000,Lord Fairfax,6357,440,145
51,2020-11-30T00:00:00.000,Loudoun,10049,556,143
52,2020-11-30T00:00:00.000,Mount Rogers,6279,423,167
53,2020-11-30T00:00:00.000,New River,6425,150,45
54,2020-11-30T00:00:00.000,Norfolk,6528,458,91
55,2020-11-30T00:00:00.000,Peninsula,6626,262,96
56,2020-11-30T00:00:00.000,Piedmont,3113,202,67
57,2020-11-30T00:00:00.000,Pittsylvania-Danville,3394,258,71
58,2020-11-30T00:00:00.000,Portsmouth,3202,350,71
59,2020-11-30T00:00:00.000,Prince William,21389,1282,271
60,2020-11-30T00:00:00.000,Rappahannock,8196,495,97
61,2020-11-30T00:00:00.000,Rappahannock Rapidan,4629,235,61
62,2020-11-30T00:00:00.000,Richmond,6712,505,82
63,2020-11-30T00:00:00.000,Roanoke,4109,129,76
64,2020-11-30T00:00:00.000,Southside,2295,103,60
65,2020-11-30T00:00:00.000,Thomas Jefferson,5344,273,82
66,2020-11-30T00:00:00.000,Three Rivers,2807,165,45
67,2020-11-30T00:00:00.000,Virginia Beach,10854,530,113
68,2020-11-30T00:00:00.000,Western Tidewater,5338,274,164
69,2020-11-30T00:00:00.000,West Piedmont,4727,364,110
70,2020-11-29T00:00:00.000,Alexandria,5333,359,77
71,2020-11-29T00:00:00.000,Alleghany,5170,163,77
72,2020-11-29T00:00:00.000,Arlington,6260,586,157
73,2020-11-29T00:00:00.000,Central Shenandoah,9189,378,107
74,2020-11-29T00:00:00.000,Central Virginia,6968,254,73
75,2020-11-29T00:00:00.000,Chesapeake,6611,533,80
76,2020-11-29T00:00:00.000,Chesterfield,10132,549,163
77,2020-11-29T00:00:00.000,Chickahominy,3386,239,72
78,2020-11-29T00:00:00.000,Crater,5926,341,123
79,2020-11-29T00:00:00.000,Cumberland Plateau,2518,140,22
80,2020-11-29T00:00:00.000,Eastern Shore,1697,157,52
81,2020-11-29T00:00:00.000,Fairfax,31126,2559,638
82,2020-11-29T00:00:00.000,Hampton,2794,117,35
83,2020-11-29T00:00:00.000,Henrico,8340,587,251
84,2020-11-29T00:00:00.000,Lenowisco,2995,174,77
85,2020-11-29T00:00:00.000,Lord Fairfax,6140,440,145
86,2020-11-29T00:00:00.000,Loudoun,10021,556,142
87,2020-11-29T00:00:00.000,Mount Rogers,6219,419,166
88,2020-11-29T00:00:00.000,New River,6381,149,45
89,2020-11-29T00:00:00.000,Norfolk,6528,456,90
