,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-22T00:00:00.000,Alexandria,3727,314,68
1,2020-09-22T00:00:00.000,Alleghany,1471,72,25
2,2020-09-22T00:00:00.000,Arlington,3855,494,148
3,2020-09-22T00:00:00.000,Central Shenandoah,5130,258,70
4,2020-09-22T00:00:00.000,Central Virginia,3041,109,34
5,2020-09-22T00:00:00.000,Chesapeake,4220,392,69
6,2020-09-22T00:00:00.000,Chesterfield,6296,353,123
7,2020-09-22T00:00:00.000,Chickahominy,1765,159,50
8,2020-09-22T00:00:00.000,Crater,3793,273,102
9,2020-09-22T00:00:00.000,Cumberland Plateau,716,53,10
10,2020-09-22T00:00:00.000,Eastern Shore,1472,139,50
11,2020-09-22T00:00:00.000,Fairfax,20576,2168,596
12,2020-09-22T00:00:00.000,Hampton,1789,63,21
13,2020-09-22T00:00:00.000,Henrico,5315,420,210
14,2020-09-22T00:00:00.000,Lenowisco,868,74,19
15,2020-09-22T00:00:00.000,Lord Fairfax,3040,264,109
16,2020-09-22T00:00:00.000,Loudoun,6698,428,123
17,2020-09-22T00:00:00.000,Mount Rogers,2661,232,99
18,2020-09-22T00:00:00.000,New River,2986,55,17
19,2020-09-22T00:00:00.000,Norfolk,4764,352,72
20,2020-09-22T00:00:00.000,Peninsula,4309,187,69
21,2020-09-22T00:00:00.000,Piedmont,1940,131,47
22,2020-09-22T00:00:00.000,Pittsylvania-Danville,1802,135,34
23,2020-09-22T00:00:00.000,Portsmouth,2529,274,58
24,2020-09-22T00:00:00.000,Prince William,14691,1083,233
25,2020-09-22T00:00:00.000,Rappahannock,5163,384,73
26,2020-09-22T00:00:00.000,Rappahannock Rapidan,2582,170,47
27,2020-09-22T00:00:00.000,Richmond,4540,413,58
28,2020-09-22T00:00:00.000,Roanoke,1610,63,22
29,2020-09-22T00:00:00.000,Southside,1348,84,43
30,2020-09-22T00:00:00.000,Thomas Jefferson,3256,181,69
31,2020-09-22T00:00:00.000,Three Rivers,1663,108,29
32,2020-09-22T00:00:00.000,Virginia Beach,6674,357,81
33,2020-09-22T00:00:00.000,Western Tidewater,3729,196,120
34,2020-09-22T00:00:00.000,West Piedmont,1991,237,62
35,2020-09-21T00:00:00.000,Alexandria,3716,312,68
36,2020-09-21T00:00:00.000,Alleghany,1470,72,25
37,2020-09-21T00:00:00.000,Arlington,3851,493,147
38,2020-09-21T00:00:00.000,Central Shenandoah,5081,256,70
39,2020-09-21T00:00:00.000,Central Virginia,3007,106,34
40,2020-09-21T00:00:00.000,Chesapeake,4212,389,68
41,2020-09-21T00:00:00.000,Chesterfield,6256,348,120
42,2020-09-21T00:00:00.000,Chickahominy,1750,158,50
43,2020-09-21T00:00:00.000,Crater,3727,271,100
44,2020-09-21T00:00:00.000,Cumberland Plateau,710,52,9
45,2020-09-21T00:00:00.000,Eastern Shore,1472,138,50
46,2020-09-21T00:00:00.000,Fairfax,20507,2153,594
47,2020-09-21T00:00:00.000,Hampton,1782,63,21
48,2020-09-21T00:00:00.000,Henrico,5295,416,209
49,2020-09-21T00:00:00.000,Lenowisco,864,74,18
50,2020-09-21T00:00:00.000,Lord Fairfax,3026,264,108
51,2020-09-21T00:00:00.000,Loudoun,6678,426,123
52,2020-09-21T00:00:00.000,Mount Rogers,2641,227,97
53,2020-09-21T00:00:00.000,New River,2970,53,14
54,2020-09-21T00:00:00.000,Norfolk,4745,352,68
55,2020-09-21T00:00:00.000,Peninsula,4295,186,67
56,2020-09-21T00:00:00.000,Piedmont,1923,129,46
57,2020-09-21T00:00:00.000,Pittsylvania-Danville,1790,134,34
58,2020-09-21T00:00:00.000,Portsmouth,2525,271,53
59,2020-09-21T00:00:00.000,Prince William,14619,1082,231
60,2020-09-21T00:00:00.000,Rappahannock,5128,383,71
61,2020-09-21T00:00:00.000,Rappahannock Rapidan,2575,170,47
62,2020-09-21T00:00:00.000,Richmond,4516,409,56
63,2020-09-21T00:00:00.000,Roanoke,1578,62,22
64,2020-09-21T00:00:00.000,Southside,1343,84,43
65,2020-09-21T00:00:00.000,Thomas Jefferson,3241,181,67
66,2020-09-21T00:00:00.000,Three Rivers,1665,111,31
67,2020-09-21T00:00:00.000,Virginia Beach,6656,355,79
68,2020-09-21T00:00:00.000,Western Tidewater,3561,196,119
69,2020-09-21T00:00:00.000,West Piedmont,1963,237,62
70,2020-09-20T00:00:00.000,Alexandria,3696,312,68
71,2020-09-20T00:00:00.000,Alleghany,1473,72,25
72,2020-09-20T00:00:00.000,Arlington,3840,492,146
73,2020-09-20T00:00:00.000,Central Shenandoah,5026,256,70
74,2020-09-20T00:00:00.000,Central Virginia,2979,106,34
75,2020-09-20T00:00:00.000,Chesapeake,4198,385,68
76,2020-09-20T00:00:00.000,Chesterfield,6214,346,120
77,2020-09-20T00:00:00.000,Chickahominy,1741,158,50
78,2020-09-20T00:00:00.000,Crater,3697,271,100
79,2020-09-20T00:00:00.000,Cumberland Plateau,701,52,9
80,2020-09-20T00:00:00.000,Eastern Shore,1471,138,50
81,2020-09-20T00:00:00.000,Fairfax,20461,2151,594
82,2020-09-20T00:00:00.000,Hampton,1780,59,21
83,2020-09-20T00:00:00.000,Henrico,5269,416,209
84,2020-09-20T00:00:00.000,Lenowisco,861,74,18
85,2020-09-20T00:00:00.000,Lord Fairfax,3015,263,108
86,2020-09-20T00:00:00.000,Loudoun,6656,426,123
87,2020-09-20T00:00:00.000,Mount Rogers,2598,225,97
88,2020-09-20T00:00:00.000,New River,2925,53,14
89,2020-09-20T00:00:00.000,Norfolk,4745,352,68
90,2020-09-20T00:00:00.000,Peninsula,4281,185,67
91,2020-09-20T00:00:00.000,Piedmont,1922,129,46
92,2020-09-20T00:00:00.000,Pittsylvania-Danville,1778,134,31
93,2020-09-20T00:00:00.000,Portsmouth,2522,270,53
94,2020-09-20T00:00:00.000,Prince William,14587,1080,231
95,2020-09-20T00:00:00.000,Rappahannock,5105,383,71
96,2020-09-20T00:00:00.000,Rappahannock Rapidan,2569,170,46
97,2020-09-20T00:00:00.000,Richmond,4495,408,56
98,2020-09-20T00:00:00.000,Roanoke,1577,62,21
99,2020-09-20T00:00:00.000,Southside,1335,84,43
100,2020-09-20T00:00:00.000,Thomas Jefferson,3222,181,67
101,2020-09-20T00:00:00.000,Three Rivers,1653,110,31
102,2020-09-20T00:00:00.000,Virginia Beach,6644,355,79
103,2020-09-20T00:00:00.000,Western Tidewater,3513,196,119
104,2020-09-20T00:00:00.000,West Piedmont,1962,237,62
105,2020-09-19T00:00:00.000,Alexandria,3684,310,68
106,2020-09-19T00:00:00.000,Alleghany,1453,72,25
107,2020-09-19T00:00:00.000,Arlington,3835,491,146
108,2020-09-19T00:00:00.000,Central Shenandoah,4959,256,70
109,2020-09-19T00:00:00.000,Central Virginia,2955,106,33
110,2020-09-19T00:00:00.000,Chesapeake,4184,383,67
111,2020-09-19T00:00:00.000,Chesterfield,6176,344,119
112,2020-09-19T00:00:00.000,Chickahominy,1729,158,50
113,2020-09-19T00:00:00.000,Crater,3688,271,96
114,2020-09-19T00:00:00.000,Cumberland Plateau,692,52,9
