,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-04T00:00:00.000,Alexandria,5513,373,81
1,2020-12-04T00:00:00.000,Alleghany,5432,169,89
2,2020-12-04T00:00:00.000,Arlington,6535,596,157
3,2020-12-04T00:00:00.000,Central Shenandoah,10055,412,112
4,2020-12-04T00:00:00.000,Central Virginia,7367,269,83
5,2020-12-04T00:00:00.000,Chesapeake,6841,544,81
6,2020-12-04T00:00:00.000,Chesterfield,10680,576,167
7,2020-12-04T00:00:00.000,Chickahominy,3617,242,74
8,2020-12-04T00:00:00.000,Crater,6105,347,123
9,2020-12-04T00:00:00.000,Cumberland Plateau,2793,156,23
10,2020-12-04T00:00:00.000,Eastern Shore,1717,159,52
11,2020-12-04T00:00:00.000,Fairfax,32577,2640,640
12,2020-12-04T00:00:00.000,Hampton,2882,134,35
13,2020-12-04T00:00:00.000,Henrico,8710,611,260
14,2020-12-04T00:00:00.000,Lenowisco,3209,179,80
15,2020-12-04T00:00:00.000,Lord Fairfax,6691,455,150
16,2020-12-04T00:00:00.000,Loudoun,10469,568,150
17,2020-12-04T00:00:00.000,Mount Rogers,6641,443,172
18,2020-12-04T00:00:00.000,New River,6715,167,55
19,2020-12-04T00:00:00.000,Norfolk,6728,471,92
20,2020-12-04T00:00:00.000,Peninsula,6847,292,96
21,2020-12-04T00:00:00.000,Piedmont,3230,207,68
22,2020-12-04T00:00:00.000,Pittsylvania-Danville,3539,263,75
23,2020-12-04T00:00:00.000,Portsmouth,3256,357,71
24,2020-12-04T00:00:00.000,Prince William,22071,1307,271
25,2020-12-04T00:00:00.000,Rappahannock,8598,502,99
26,2020-12-04T00:00:00.000,Rappahannock Rapidan,4812,238,60
27,2020-12-04T00:00:00.000,Richmond,6896,510,82
28,2020-12-04T00:00:00.000,Roanoke,4234,132,78
29,2020-12-04T00:00:00.000,Southside,2362,107,62
30,2020-12-04T00:00:00.000,Thomas Jefferson,5510,284,82
31,2020-12-04T00:00:00.000,Three Rivers,3025,181,49
32,2020-12-04T00:00:00.000,Virginia Beach,11318,556,116
33,2020-12-04T00:00:00.000,Western Tidewater,5450,286,164
34,2020-12-04T00:00:00.000,West Piedmont,4955,383,111
35,2020-12-03T00:00:00.000,Alexandria,5479,373,79
36,2020-12-03T00:00:00.000,Alleghany,5347,169,85
37,2020-12-03T00:00:00.000,Arlington,6472,593,157
38,2020-12-03T00:00:00.000,Central Shenandoah,9856,406,112
39,2020-12-03T00:00:00.000,Central Virginia,7195,267,83
40,2020-12-03T00:00:00.000,Chesapeake,6790,540,81
41,2020-12-03T00:00:00.000,Chesterfield,10563,572,167
42,2020-12-03T00:00:00.000,Chickahominy,3555,241,72
43,2020-12-03T00:00:00.000,Crater,6054,346,123
44,2020-12-03T00:00:00.000,Cumberland Plateau,2754,155,23
45,2020-12-03T00:00:00.000,Eastern Shore,1714,159,52
46,2020-12-03T00:00:00.000,Fairfax,32240,2627,639
47,2020-12-03T00:00:00.000,Hampton,2867,132,35
48,2020-12-03T00:00:00.000,Henrico,8615,604,260
49,2020-12-03T00:00:00.000,Lenowisco,3163,179,80
50,2020-12-03T00:00:00.000,Lord Fairfax,6636,453,150
51,2020-12-03T00:00:00.000,Loudoun,10376,567,150
52,2020-12-03T00:00:00.000,Mount Rogers,6526,437,172
53,2020-12-03T00:00:00.000,New River,6611,165,52
54,2020-12-03T00:00:00.000,Norfolk,6654,470,92
55,2020-12-03T00:00:00.000,Peninsula,6789,287,96
56,2020-12-03T00:00:00.000,Piedmont,3175,206,68
57,2020-12-03T00:00:00.000,Pittsylvania-Danville,3515,262,75
58,2020-12-03T00:00:00.000,Portsmouth,3246,354,71
59,2020-12-03T00:00:00.000,Prince William,21936,1300,271
60,2020-12-03T00:00:00.000,Rappahannock,8465,501,99
61,2020-12-03T00:00:00.000,Rappahannock Rapidan,4735,238,61
62,2020-12-03T00:00:00.000,Richmond,6840,507,82
63,2020-12-03T00:00:00.000,Roanoke,4175,131,77
64,2020-12-03T00:00:00.000,Southside,2337,106,62
65,2020-12-03T00:00:00.000,Thomas Jefferson,5430,277,82
66,2020-12-03T00:00:00.000,Three Rivers,2975,178,47
67,2020-12-03T00:00:00.000,Virginia Beach,11149,552,116
68,2020-12-03T00:00:00.000,Western Tidewater,5411,282,165
69,2020-12-03T00:00:00.000,West Piedmont,4858,378,111
70,2020-12-02T00:00:00.000,Alexandria,5447,370,77
71,2020-12-02T00:00:00.000,Alleghany,5316,166,80
72,2020-12-02T00:00:00.000,Arlington,6417,593,157
73,2020-12-02T00:00:00.000,Central Shenandoah,9749,398,112
74,2020-12-02T00:00:00.000,Central Virginia,7149,265,83
75,2020-12-02T00:00:00.000,Chesapeake,6739,537,80
76,2020-12-02T00:00:00.000,Chesterfield,10480,568,163
77,2020-12-02T00:00:00.000,Chickahominy,3501,239,72
78,2020-12-02T00:00:00.000,Crater,6029,345,123
79,2020-12-02T00:00:00.000,Cumberland Plateau,2717,152,23
80,2020-12-02T00:00:00.000,Eastern Shore,1710,158,52
81,2020-12-02T00:00:00.000,Fairfax,31982,2613,639
82,2020-12-02T00:00:00.000,Hampton,2846,127,35
83,2020-12-02T00:00:00.000,Henrico,8549,601,255
84,2020-12-02T00:00:00.000,Lenowisco,3120,178,79
85,2020-12-02T00:00:00.000,Lord Fairfax,6524,449,149
86,2020-12-02T00:00:00.000,Loudoun,10302,566,144
87,2020-12-02T00:00:00.000,Mount Rogers,6443,431,167
88,2020-12-02T00:00:00.000,New River,6513,157,50
89,2020-12-02T00:00:00.000,Norfolk,6617,464,91
90,2020-12-02T00:00:00.000,Peninsula,6749,273,96
91,2020-12-02T00:00:00.000,Piedmont,3162,203,69
92,2020-12-02T00:00:00.000,Pittsylvania-Danville,3487,261,75
93,2020-12-02T00:00:00.000,Portsmouth,3234,351,71
94,2020-12-02T00:00:00.000,Prince William,21727,1295,271
95,2020-12-02T00:00:00.000,Rappahannock,8377,499,99
96,2020-12-02T00:00:00.000,Rappahannock Rapidan,4698,236,61
97,2020-12-02T00:00:00.000,Richmond,6803,507,82
98,2020-12-02T00:00:00.000,Roanoke,4151,130,77
99,2020-12-02T00:00:00.000,Southside,2324,106,61
100,2020-12-02T00:00:00.000,Thomas Jefferson,5408,276,82
101,2020-12-02T00:00:00.000,Three Rivers,2942,172,47
102,2020-12-02T00:00:00.000,Virginia Beach,11070,543,115
103,2020-12-02T00:00:00.000,Western Tidewater,5400,281,165
104,2020-12-02T00:00:00.000,West Piedmont,4798,373,111
105,2020-12-01T00:00:00.000,Alexandria,5404,366,77
106,2020-12-01T00:00:00.000,Alleghany,5260,163,79
107,2020-12-01T00:00:00.000,Arlington,6334,589,157
108,2020-12-01T00:00:00.000,Central Shenandoah,9616,390,112
109,2020-12-01T00:00:00.000,Central Virginia,7103,261,80
110,2020-12-01T00:00:00.000,Chesapeake,6699,536,80
111,2020-12-01T00:00:00.000,Chesterfield,10346,554,163
112,2020-12-01T00:00:00.000,Chickahominy,3473,239,72
113,2020-12-01T00:00:00.000,Crater,5995,345,123
114,2020-12-01T00:00:00.000,Cumberland Plateau,2610,148,23
115,2020-12-01T00:00:00.000,Eastern Shore,1708,157,52
116,2020-12-01T00:00:00.000,Fairfax,31605,2591,639
117,2020-12-01T00:00:00.000,Hampton,2829,121,35
118,2020-12-01T00:00:00.000,Henrico,8467,594,251
