,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-05T00:00:00.000,Alexandria,3927,327,70
1,2020-10-05T00:00:00.000,Alleghany,1711,78,28
2,2020-10-05T00:00:00.000,Arlington,4057,507,152
3,2020-10-05T00:00:00.000,Central Shenandoah,5734,276,70
4,2020-10-05T00:00:00.000,Central Virginia,3535,133,40
5,2020-10-05T00:00:00.000,Chesapeake,4433,433,73
6,2020-10-05T00:00:00.000,Chesterfield,6686,400,129
7,2020-10-05T00:00:00.000,Chickahominy,1960,168,54
8,2020-10-05T00:00:00.000,Crater,4268,279,104
9,2020-10-05T00:00:00.000,Cumberland Plateau,913,63,10
10,2020-10-05T00:00:00.000,Eastern Shore,1497,140,50
11,2020-10-05T00:00:00.000,Fairfax,21568,2206,605
12,2020-10-05T00:00:00.000,Hampton,1889,69,27
13,2020-10-05T00:00:00.000,Henrico,5593,449,219
14,2020-10-05T00:00:00.000,Lenowisco,997,82,20
15,2020-10-05T00:00:00.000,Lord Fairfax,3260,281,116
16,2020-10-05T00:00:00.000,Loudoun,6987,437,126
17,2020-10-05T00:00:00.000,Mount Rogers,2967,268,128
18,2020-10-05T00:00:00.000,New River,3460,62,23
19,2020-10-05T00:00:00.000,Norfolk,4953,370,79
20,2020-10-05T00:00:00.000,Peninsula,4527,206,87
21,2020-10-05T00:00:00.000,Piedmont,2089,138,51
22,2020-10-05T00:00:00.000,Pittsylvania-Danville,2038,156,41
23,2020-10-05T00:00:00.000,Portsmouth,2627,290,61
24,2020-10-05T00:00:00.000,Prince William,15349,1113,240
25,2020-10-05T00:00:00.000,Rappahannock,5423,398,78
26,2020-10-05T00:00:00.000,Rappahannock Rapidan,2725,179,52
27,2020-10-05T00:00:00.000,Richmond,4775,428,62
28,2020-10-05T00:00:00.000,Roanoke,1914,75,29
29,2020-10-05T00:00:00.000,Southside,1553,87,45
30,2020-10-05T00:00:00.000,Thomas Jefferson,3808,192,71
31,2020-10-05T00:00:00.000,Three Rivers,1884,123,32
32,2020-10-05T00:00:00.000,Virginia Beach,7102,389,94
33,2020-10-05T00:00:00.000,Western Tidewater,4127,203,133
34,2020-10-05T00:00:00.000,West Piedmont,2221,254,77
35,2020-10-04T00:00:00.000,Alexandria,3912,326,70
36,2020-10-04T00:00:00.000,Alleghany,1707,78,28
37,2020-10-04T00:00:00.000,Arlington,4045,505,151
