,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
1,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
2,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
3,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
4,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
5,Inyo,2020-03-29,,,,,,,
6,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
7,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
8,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
9,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
10,Calaveras,2020-03-29,,,,,,,
11,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
12,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
13,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
14,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
15,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
16,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
17,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
18,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
19,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
20,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
21,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
22,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
23,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
24,Glenn,2020-03-29,,,,,,,
25,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
26,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
27,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
28,Colusa,2020-03-29,,,,,,,
29,Napa,2020-03-29,0.0,26.0,,,,,5.0
30,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
31,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
32,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
33,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
34,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
