,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
1,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
2,Napa,2020-03-29,0.0,26.0,,,,,5.0
3,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
4,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
5,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
6,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
7,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
8,Butte,2020-03-29,,,,,,,
9,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
10,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
11,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
12,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
13,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
14,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
15,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
16,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
17,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
18,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
19,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
20,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
21,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
22,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
23,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
24,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
25,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
26,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
27,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
28,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
