,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
1,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
2,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
3,Calaveras,2020-03-29,,,,,,,
4,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
5,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
6,Inyo,2020-03-29,,,,,,,
7,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
8,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
9,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
10,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
11,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
12,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
13,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
14,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
15,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
16,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
17,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
18,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
19,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
20,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
21,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
22,Glenn,2020-03-29,,,,,,,
23,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
24,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
25,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
26,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
27,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
28,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
29,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
30,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
31,Butte,2020-03-29,,,,,,,
32,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
33,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
34,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
35,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
36,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
37,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
38,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
39,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
40,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
41,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
42,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
43,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
44,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
45,Colusa,2020-03-29,,,,,,,
46,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
47,Napa,2020-03-29,0.0,26.0,,,,,5.0
48,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
49,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
50,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
51,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
52,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
53,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
54,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
55,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
56,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
57,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
58,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
59,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
60,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
61,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
62,Inyo,2020-03-30,,,,,,,
63,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
64,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
65,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
66,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
67,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
68,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
69,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
70,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
71,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
72,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
73,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
74,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
75,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
76,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
77,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
78,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
79,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
80,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
81,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
82,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
83,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
84,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
85,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
86,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
87,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
88,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
89,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
90,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
91,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
92,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
93,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
94,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
95,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
96,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
97,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
98,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
99,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
100,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
101,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
102,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
103,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
104,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
105,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
106,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
107,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
108,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
109,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
110,Tulare,2020-03-31,6.0,14.0,,,4.0,5.0,9.0
111,Tehama,2020-03-31,0.0,2.0,,,0.0,0.0,4.0
112,Mono,2020-03-31,0.0,1.0,,,0.0,0.0,2.0
113,Kings,2020-03-31,1.0,3.0,,,1.0,2.0,4.0
114,San Bernardino,2020-03-31,82.0,231.0,,,33.0,48.0,63.0
115,Inyo,2020-03-31,,83.0,,,0.0,0.0,6.0
116,Sonoma,2020-03-31,8.0,18.0,,,3.0,3.0,21.0
117,Tuolumne,2020-03-31,0.0,37.0,,,0.0,0.0,4.0
118,Glenn,2020-03-31,0.0,0.0,,,0.0,0.0,
119,Lassen,2020-03-31,0.0,7.0,,,0.0,0.0,
120,Amador,2020-03-31,0.0,0.0,,,0.0,0.0,4.0
121,Fresno,2020-03-31,30.0,274.0,,,4.0,19.0,23.0
122,Orange,2020-03-31,105.0,233.0,,,45.0,44.0,131.0
123,Monterey,2020-03-31,11.0,15.0,,,4.0,2.0,17.0
124,Yolo,2020-03-31,3.0,2.0,,,2.0,2.0,1.0
125,Alameda,2020-03-31,56.0,94.0,,,27.0,17.0,77.0
126,Nevada,2020-03-31,36.0,40.0,,,2.0,1.0,6.0
127,San Benito,2020-03-31,1.0,0.0,,,1.0,0.0,1.0
128,Napa,2020-03-31,1.0,5.0,,,1.0,1.0,12.0
129,Santa Cruz,2020-03-31,1.0,10.0,,,1.0,2.0,7.0
130,Riverside,2020-03-31,80.0,155.0,,,28.0,59.0,75.0
131,Contra Costa,2020-03-31,27.0,54.0,,,11.0,10.0,68.0
132,Sacramento,2020-03-31,53.0,110.0,,,20.0,31.0,66.0
133,Kern,2020-03-31,14.0,63.0,,,6.0,6.0,46.0
134,Ventura,2020-03-31,21.0,90.0,,,5.0,24.0,12.0
135,Siskiyou,2020-03-31,0.0,0.0,,,0.0,0.0,4.0
136,Calaveras,2020-03-31,0.0,1.0,,,0.0,0.0,4.0
137,El Dorado,2020-03-31,10.0,9.0,,,0.0,6.0,12.0
138,Imperial,2020-03-31,12.0,100.0,,,3.0,4.0,4.0
139,Butte,2020-03-31,4.0,20.0,,,2.0,3.0,2.0
140,Humboldt,2020-03-31,1.0,11.0,,,0.0,4.0,8.0
141,Placer,2020-03-31,18.0,27.0,,,6.0,0.0,28.0
142,Solano,2020-03-31,15.0,15.0,,,6.0,5.0,42.0
143,San Joaquin,2020-03-31,44.0,54.0,,,14.0,5.0,28.0
144,Mendocino,2020-03-31,0.0,1.0,,,0.0,0.0,7.0
145,San Mateo,2020-03-31,60.0,23.0,,,18.0,5.0,37.0
146,Merced,2020-03-31,3.0,11.0,,,0.0,2.0,10.0
147,Shasta,2020-03-31,1.0,5.0,,,1.0,0.0,4.0
148,Sutter,2020-03-31,0.0,0.0,,,0.0,0.0,
149,San Diego,2020-03-31,158.0,408.0,,,75.0,39.0,208.0
150,San Francisco,2020-03-31,67.0,69.0,,,30.0,14.0,77.0
151,Trinity,2020-03-31,0.0,0.0,,,0.0,0.0,
152,Santa Barbara,2020-03-31,19.0,29.0,,,14.0,7.0,48.0
153,Plumas,2020-03-31,0.0,0.0,,,0.0,0.0,
154,Stanislaus,2020-03-31,20.0,31.0,,,9.0,1.0,34.0
155,San Luis Obispo,2020-03-31,7.0,15.0,,,3.0,6.0,955.0
156,Colusa,2020-03-31,0.0,1.0,,,0.0,1.0,5.0
157,Madera,2020-03-31,1.0,3.0,,,1.0,0.0,5.0
158,Modoc,2020-03-31,0.0,19.0,,,0.0,0.0,
159,Lake,2020-03-31,0.0,4.0,,,0.0,2.0,3.0
160,Del Norte,2020-03-31,0.0,4.0,,,0.0,0.0,3.0
161,Marin,2020-03-31,9.0,14.0,,,4.0,2.0,15.0
162,Santa Clara,2020-03-31,155.0,98.0,,,73.0,17.0,92.0
163,Yuba,2020-03-31,2.0,21.0,,,2.0,4.0,6.0
164,Los Angeles,2020-03-31,713.0,1239.0,,,315.0,239.0,445.0
165,Fresno,2020-04-01,19.0,101.0,,,5.0,13.0,53.0
166,Monterey,2020-04-01,13.0,16.0,,,4.0,4.0,15.0
167,Placer,2020-04-01,25.0,28.0,,,6.0,2.0,7.0
168,Contra Costa,2020-04-01,31.0,42.0,,,12.0,12.0,61.0
169,El Dorado,2020-04-01,14.0,8.0,,,1.0,3.0,9.0
170,Sonoma,2020-04-01,5.0,18.0,,,1.0,2.0,22.0
171,Lake,2020-04-01,0.0,2.0,,,0.0,0.0,2.0
172,Siskiyou,2020-04-01,0.0,5.0,,,0.0,2.0,3.0
173,Tehama,2020-04-01,0.0,1.0,,,0.0,1.0,4.0
174,Sacramento,2020-04-01,53.0,138.0,,,20.0,33.0,74.0
175,Mendocino,2020-04-01,0.0,2.0,,,0.0,0.0,8.0
176,Madera,2020-04-01,1.0,3.0,,,1.0,0.0,4.0
177,San Benito,2020-04-01,2.0,0.0,,,2.0,0.0,0.0
178,Stanislaus,2020-04-01,25.0,39.0,,,10.0,6.0,31.0
179,San Joaquin,2020-04-01,25.0,35.0,,,16.0,11.0,21.0
180,Glenn,2020-04-01,,,,,,,
181,Inyo,2020-04-01,7.0,89.0,,,0.0,0.0,6.0
182,Amador,2020-04-01,0.0,3.0,,,0.0,0.0,2.0
183,Solano,2020-04-01,14.0,18.0,,,5.0,2.0,31.0
184,Del Norte,2020-04-01,0.0,5.0,,,0.0,0.0,3.0
185,Colusa,2020-04-01,0.0,1.0,,,0.0,1.0,5.0
186,Imperial,2020-04-01,4.0,15.0,,,3.0,4.0,7.0
187,Merced,2020-04-01,3.0,15.0,,,0.0,3.0,9.0
188,Tuolumne,2020-04-01,0.0,0.0,,,0.0,0.0,2.0
189,Napa,2020-04-01,2.0,2.0,,,0.0,1.0,9.0
190,San Bernardino,2020-04-01,95.0,196.0,,,39.0,52.0,34.0
191,Lassen,2020-04-01,0.0,7.0,,,0.0,0.0,
192,Marin,2020-04-01,9.0,19.0,,,4.0,2.0,14.0
193,Humboldt,2020-04-01,1.0,9.0,,,0.0,3.0,7.0
194,Trinity,2020-04-01,0.0,0.0,,,0.0,0.0,
195,San Mateo,2020-04-01,57.0,35.0,,,19.0,9.0,36.0
196,Mariposa,2020-04-01,0.0,0.0,,,0.0,0.0,
197,Santa Barbara,2020-04-01,23.0,23.0,,,15.0,6.0,51.0
198,Kings,2020-04-01,2.0,6.0,,,1.0,2.0,1.0
199,Tulare,2020-04-01,4.0,12.0,,,3.0,4.0,9.0
200,Los Angeles,2020-04-01,739.0,1332.0,,,335.0,220.0,492.0
201,Kern,2020-04-01,15.0,45.0,,,7.0,9.0,32.0
202,San Francisco,2020-04-01,67.0,66.0,,,30.0,8.0,64.0
203,Yuba,2020-04-01,2.0,24.0,,,2.0,4.0,6.0
204,Mono,2020-04-01,0.0,0.0,,,0.0,0.0,2.0
205,Riverside,2020-04-01,85.0,182.0,,,29.0,47.0,76.0
206,Santa Clara,2020-04-01,160.0,85.0,,,77.0,15.0,91.0
207,San Diego,2020-04-01,168.0,340.0,,,71.0,32.0,215.0
208,Santa Cruz,2020-04-01,2.0,12.0,,,2.0,2.0,3.0
209,Ventura,2020-04-01,22.0,96.0,,,5.0,23.0,27.0
210,Butte,2020-04-01,5.0,33.0,,,2.0,4.0,9.0
211,Plumas,2020-04-01,0.0,0.0,,,0.0,0.0,
212,Modoc,2020-04-01,0.0,1.0,,,0.0,0.0,
213,Yolo,2020-04-01,3.0,3.0,,,1.0,1.0,2.0
214,Alameda,2020-04-01,52.0,76.0,,,27.0,15.0,106.0
215,San Luis Obispo,2020-04-01,8.0,10.0,,,5.0,6.0,968.0
216,Nevada,2020-04-01,36.0,54.0,,,0.0,4.0,3.0
217,Shasta,2020-04-01,1.0,4.0,,,0.0,1.0,13.0
218,Sutter,2020-04-01,0.0,0.0,,,0.0,0.0,
219,Calaveras,2020-04-01,0.0,1.0,,,0.0,0.0,5.0
220,Orange,2020-04-01,117.0,221.0,,,50.0,48.0,118.0
221,Modoc,2020-04-02,0.0,1.0,,,0.0,0.0,
222,Merced,2020-04-02,4.0,5.0,,,0.0,1.0,3.0
223,Lassen,2020-04-02,0.0,7.0,,,0.0,0.0,
224,Del Norte,2020-04-02,0.0,3.0,,,0.0,0.0,2.0
225,Glenn,2020-04-02,0.0,0.0,,,0.0,0.0,
226,Los Angeles,2020-04-02,818.0,1270.0,,,346.0,193.0,488.0
227,Sutter,2020-04-02,0.0,0.0,,,,,
228,Monterey,2020-04-02,14.0,14.0,,,4.0,2.0,12.0
229,Napa,2020-04-02,1.0,4.0,,,1.0,1.0,12.0
230,Trinity,2020-04-02,0.0,0.0,,,0.0,0.0,
231,Shasta,2020-04-02,2.0,4.0,,,1.0,0.0,10.0
232,Colusa,2020-04-02,0.0,1.0,,,0.0,1.0,5.0
233,Kern,2020-04-02,27.0,77.0,,,12.0,23.0,36.0
234,San Bernardino,2020-04-02,126.0,185.0,,,50.0,45.0,37.0
235,Nevada,2020-04-02,38.0,58.0,,,2.0,1.0,6.0
236,Orange,2020-04-02,129.0,225.0,,,67.0,47.0,96.0
237,Humboldt,2020-04-02,1.0,8.0,,,0.0,2.0,8.0
238,San Diego,2020-04-02,144.0,343.0,,,69.0,35.0,206.0
239,Stanislaus,2020-04-02,30.0,43.0,,,11.0,7.0,22.0
240,Riverside,2020-04-02,136.0,181.0,,,45.0,49.0,104.0
241,Plumas,2020-04-02,0.0,0.0,,,0.0,0.0,
242,Marin,2020-04-02,7.0,16.0,,,3.0,1.0,16.0
243,El Dorado,2020-04-02,15.0,12.0,,,0.0,6.0,10.0
244,Inyo,2020-04-02,8.0,102.0,,,0.0,1.0,3.0
245,Imperial,2020-04-02,4.0,16.0,,,3.0,5.0,6.0
246,San Benito,2020-04-02,2.0,0.0,,,2.0,0.0,0.0
247,Mendocino,2020-04-02,0.0,1.0,,,0.0,0.0,8.0
248,Santa Clara,2020-04-02,163.0,101.0,,,69.0,19.0,95.0
249,San Francisco,2020-04-02,75.0,60.0,,,32.0,11.0,58.0
250,Yuba,2020-04-02,2.0,25.0,,,2.0,6.0,4.0
251,Santa Cruz,2020-04-02,4.0,4.0,,,3.0,0.0,7.0
252,Sonoma,2020-04-02,8.0,18.0,,,1.0,0.0,10.0
253,Tehama,2020-04-02,0.0,1.0,,,0.0,1.0,4.0
254,Siskiyou,2020-04-02,0.0,3.0,,,0.0,2.0,4.0
255,San Mateo,2020-04-02,62.0,40.0,,,26.0,4.0,26.0
256,Sacramento,2020-04-02,71.0,92.0,,,24.0,19.0,80.0
257,Contra Costa,2020-04-02,32.0,38.0,,,13.0,10.0,73.0
258,Amador,2020-04-02,0.0,3.0,,,0.0,0.0,2.0
259,Placer,2020-04-02,32.0,15.0,,,9.0,0.0,11.0
260,Mono,2020-04-02,18.0,2.0,,,0.0,0.0,2.0
261,San Luis Obispo,2020-04-02,5.0,5.0,,,4.0,4.0,966.0
262,San Joaquin,2020-04-02,42.0,42.0,,,20.0,7.0,17.0
263,Butte,2020-04-02,4.0,26.0,,,2.0,2.0,12.0
264,Calaveras,2020-04-02,0.0,1.0,,,0.0,0.0,5.0
265,Yolo,2020-04-02,3.0,2.0,,,2.0,3.0,0.0
266,Ventura,2020-04-02,27.0,111.0,,,7.0,24.0,15.0
267,Tulare,2020-04-02,4.0,26.0,,,4.0,5.0,3.0
268,Alameda,2020-04-02,57.0,76.0,,,29.0,17.0,112.0
269,Tuolumne,2020-04-02,0.0,0.0,,,0.0,0.0,2.0
270,Mariposa,2020-04-02,0.0,1.0,,,0.0,0.0,
271,Santa Barbara,2020-04-02,26.0,44.0,,,18.0,10.0,47.0
272,Madera,2020-04-02,1.0,7.0,,,1.0,3.0,6.0
273,Solano,2020-04-02,15.0,8.0,,,7.0,1.0,27.0
274,Kings,2020-04-02,2.0,6.0,,,1.0,1.0,7.0
275,Lake,2020-04-02,0.0,1.0,,,0.0,0.0,2.0
276,Fresno,2020-04-02,17.0,74.0,,,6.0,13.0,33.0
277,San Francisco,2020-04-03,80.0,71.0,,,39.0,8.0,74.0
278,Mariposa,2020-04-03,0.0,2.0,,,0.0,0.0,
279,San Benito,2020-04-03,2.0,0.0,,,2.0,0.0,0.0
280,Santa Cruz,2020-04-03,4.0,8.0,,,3.0,0.0,2.0
281,San Bernardino,2020-04-03,118.0,204.0,,,44.0,53.0,57.0
282,Los Angeles,2020-04-03,962.0,1239.0,,,422.0,209.0,473.0
283,Monterey,2020-04-03,16.0,18.0,,,3.0,1.0,17.0
284,Napa,2020-04-03,1.0,9.0,,,0.0,1.0,9.0
285,Mono,2020-04-03,18.0,2.0,,,0.0,0.0,2.0
286,Sonoma,2020-04-03,6.0,24.0,,,2.0,3.0,15.0
287,El Dorado,2020-04-03,15.0,9.0,,,0.0,4.0,14.0
288,Nevada,2020-04-03,2.0,4.0,,,2.0,1.0,5.0
289,San Diego,2020-04-03,171.0,308.0,,,84.0,28.0,216.0
290,Kern,2020-04-03,35.0,73.0,,,12.0,16.0,47.0
291,San Joaquin,2020-04-03,41.0,38.0,,,18.0,8.0,22.0
292,Siskiyou,2020-04-03,0.0,3.0,,,0.0,1.0,4.0
293,Madera,2020-04-03,0.0,5.0,,,0.0,1.0,7.0
294,San Mateo,2020-04-03,65.0,39.0,,,26.0,4.0,38.0
295,Colusa,2020-04-03,1.0,0.0,,,1.0,0.0,5.0
296,Stanislaus,2020-04-03,28.0,45.0,,,12.0,8.0,22.0
297,Plumas,2020-04-03,0.0,0.0,,,0.0,0.0,
298,Sutter,2020-04-03,0.0,0.0,,,,,
299,Tulare,2020-04-03,6.0,15.0,,,5.0,2.0,3.0
300,Yolo,2020-04-03,2.0,7.0,,,3.0,6.0,4.0
301,Riverside,2020-04-03,105.0,182.0,,,44.0,59.0,127.0
302,Lake,2020-04-03,0.0,2.0,,,0.0,1.0,2.0
303,Ventura,2020-04-03,22.0,116.0,,,6.0,28.0,56.0
304,Marin,2020-04-03,6.0,16.0,,,3.0,5.0,17.0
305,Alameda,2020-04-03,64.0,74.0,,,32.0,13.0,117.0
306,Lassen,2020-04-03,0.0,3.0,,,0.0,0.0,
307,Orange,2020-04-03,131.0,182.0,,,66.0,36.0,151.0
308,Inyo,2020-04-03,8.0,102.0,,,1.0,2.0,1.0
309,Modoc,2020-04-03,0.0,0.0,,,0.0,0.0,
310,Fresno,2020-04-03,15.0,81.0,,,7.0,16.0,35.0
311,Del Norte,2020-04-03,0.0,2.0,,,0.0,0.0,2.0
312,Imperial,2020-04-03,9.0,7.0,,,7.0,0.0,5.0
313,Placer,2020-04-03,21.0,23.0,,,10.0,1.0,7.0
314,Butte,2020-04-03,3.0,19.0,,,2.0,6.0,9.0
315,Mendocino,2020-04-03,0.0,5.0,,,0.0,1.0,6.0
316,Solano,2020-04-03,16.0,21.0,,,7.0,5.0,23.0
317,Tehama,2020-04-03,0.0,0.0,,,0.0,0.0,8.0
318,Trinity,2020-04-03,0.0,0.0,,,0.0,0.0,
319,Santa Barbara,2020-04-03,27.0,29.0,,,18.0,4.0,50.0
320,Yuba,2020-04-03,2.0,12.0,,,2.0,2.0,5.0
321,Sacramento,2020-04-03,77.0,76.0,,,28.0,17.0,76.0
