,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
1,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
2,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
3,Napa,2020-03-29,0.0,26.0,,,,,5.0
4,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
5,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
6,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
7,Glenn,2020-03-29,,,,,,,
8,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
9,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
10,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
11,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
12,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
13,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
14,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
15,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
16,Inyo,2020-03-29,,,,,,,
17,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
18,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
19,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
20,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
21,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
22,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
23,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
24,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
25,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
26,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
27,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
28,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
29,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
