,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
1,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
2,Butte,2020-03-29,,,,,,,
3,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
4,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
5,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
6,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
7,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
8,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
9,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
10,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
11,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
12,Napa,2020-03-29,0.0,26.0,,,,,5.0
13,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
14,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
15,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
16,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
17,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
18,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
19,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
20,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
21,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
22,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
23,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
24,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
25,Inyo,2020-03-29,,,,,,,
26,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
27,Colusa,2020-03-29,,,,,,,
28,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
29,Glenn,2020-03-29,,,,,,,
30,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
31,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
32,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
33,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
34,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
35,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
36,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
37,Calaveras,2020-03-29,,,,,,,
38,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
39,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
40,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
41,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
42,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
43,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
44,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
45,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
46,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
47,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
48,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
49,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
50,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
51,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
52,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
53,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
54,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
55,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
56,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
57,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
58,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
59,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
60,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
61,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
62,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
63,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
64,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
65,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
66,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
67,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
68,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
69,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
70,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
71,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
72,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
73,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
74,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
75,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
76,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
77,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
78,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
79,Inyo,2020-03-30,,,,,,,
80,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
81,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
82,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
83,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
84,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
