,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,351,29,3,256.0,
157,08/04/2020,188,32,6,238.0,
158,08/05/2020,309,26,8,242.0,
159,08/06/2020,286,31,5,245.0,
160,08/07/2020,259,19,5,244.0,
161,08/08/2020,152,17,6,240.0,
162,08/09/2020,133,25,3,240.0,
163,08/10/2020,300,27,6,232.0,
164,08/11/2020,257,17,6,242.0,
165,08/12/2020,315,26,2,243.0,
166,08/13/2020,262,32,3,240.0,
167,08/14/2020,272,29,4,242.0,
168,08/15/2020,150,20,7,241.0,
169,08/16/2020,138,21,5,242.0,
170,08/17/2020,330,26,6,246.0,
171,08/18/2020,275,35,2,249.0,
172,08/19/2020,264,26,3,242.0,
173,08/20/2020,213,28,6,235.0,
174,08/21/2020,238,30,3,230.0,
175,08/22/2020,132,18,6,227.0,
176,08/23/2020,143,17,4,228.0,
177,08/24/2020,287,24,5,222.0,6000.0
178,08/25/2020,253,30,3,219.0,6000.0
179,08/26/2020,268,22,5,219.0,6000.0
180,08/27/2020,158,22,2,211.0,6000.0
181,08/28/2020,108,9,2,193.0,6000.0
182,08/29/2020,23,2,0,177.0,6000.0
183,08/30/2020,9,0,0,158.0,6000.0
