,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,352,29,3,257.0,
157,08/04/2020,188,31,6,239.0,
158,08/05/2020,311,27,8,243.0,
159,08/06/2020,287,31,5,246.0,
160,08/07/2020,263,18,5,246.0,
161,08/08/2020,154,17,6,241.0,
162,08/09/2020,133,25,3,241.0,
163,08/10/2020,299,27,6,234.0,
164,08/11/2020,258,17,6,244.0,
165,08/12/2020,317,26,2,244.0,
166,08/13/2020,261,32,3,241.0,
167,08/14/2020,273,29,4,242.0,
168,08/15/2020,150,21,7,242.0,
169,08/16/2020,138,21,5,242.0,
170,08/17/2020,329,27,6,247.0,
171,08/18/2020,279,36,2,250.0,
172,08/19/2020,278,26,3,244.0,
173,08/20/2020,219,28,7,238.0,
174,08/21/2020,240,29,3,233.0,
175,08/22/2020,138,20,6,232.0,
176,08/23/2020,148,16,4,233.0,
177,08/24/2020,293,27,7,228.0,
178,08/25/2020,276,35,5,227.0,
179,08/26/2020,303,22,6,231.0,
180,08/27/2020,251,27,1,236.0,
181,08/28/2020,264,17,5,239.0,
182,08/29/2020,114,22,3,236.0,
183,08/30/2020,163,19,7,238.0,
184,08/31/2020,273,27,2,235.0,6000.0
185,09/01/2020,232,17,4,229.0,6000.0
186,09/02/2020,181,19,4,211.0,6000.0
187,09/03/2020,152,18,3,197.0,6000.0
188,09/04/2020,69,7,1,169.0,6000.0
189,09/05/2020,26,0,1,157.0,6000.0
190,09/06/2020,5,0,0,134.0,6000.0
