,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,352,29,3,257.0,
157,08/04/2020,188,31,6,240.0,
158,08/05/2020,311,27,8,243.0,
159,08/06/2020,288,31,6,246.0,
160,08/07/2020,269,18,5,247.0,
161,08/08/2020,154,17,6,242.0,
162,08/09/2020,133,25,3,242.0,
163,08/10/2020,299,27,6,235.0,
164,08/11/2020,259,18,6,245.0,
165,08/12/2020,317,26,2,246.0,
166,08/13/2020,262,33,3,242.0,
167,08/14/2020,280,30,4,243.0,
168,08/15/2020,150,22,7,243.0,
169,08/16/2020,138,19,5,244.0,
170,08/17/2020,331,26,6,248.0,
171,08/18/2020,282,35,2,251.0,
172,08/19/2020,285,28,2,247.0,
173,08/20/2020,221,29,7,241.0,
174,08/21/2020,241,29,3,235.0,
175,08/22/2020,143,20,6,234.0,
176,08/23/2020,152,18,4,236.0,
177,08/24/2020,294,25,8,231.0,
178,08/25/2020,278,34,5,231.0,
179,08/26/2020,305,22,6,233.0,
180,08/27/2020,258,30,1,239.0,
181,08/28/2020,286,19,6,245.0,
182,08/29/2020,119,21,4,242.0,
183,08/30/2020,171,21,8,244.0,
184,08/31/2020,300,29,3,245.0,
185,09/01/2020,286,20,5,246.0,
186,09/02/2020,283,22,7,243.0,
187,09/03/2020,273,20,6,245.0,
188,09/04/2020,220,26,4,236.0,
189,09/05/2020,161,20,3,242.0,
190,09/06/2020,205,23,7,247.0,
191,09/07/2020,213,24,3,234.0,
192,09/08/2020,378,25,2,248.0,
193,09/09/2020,343,27,3,256.0,
194,09/10/2020,315,21,3,262.0,
195,09/11/2020,292,28,4,272.0,
196,09/12/2020,191,8,5,277.0,
197,09/13/2020,249,16,3,283.0,
198,09/14/2020,395,18,4,309.0,
199,09/15/2020,325,25,3,301.0,
200,09/16/2020,347,31,7,302.0,
201,09/17/2020,324,27,3,303.0,
202,09/18/2020,264,25,4,299.0,
203,09/19/2020,140,20,4,292.0,6000.0
204,09/20/2020,154,19,3,278.0,6000.0
205,09/21/2020,450,22,3,286.0,6000.0
206,09/22/2020,284,21,3,280.0,6000.0
207,09/23/2020,256,25,2,267.0,6000.0
208,09/24/2020,78,3,0,232.0,6000.0
209,09/25/2020,13,0,0,196.0,6000.0
