,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,352,29,3,257.0,
157,08/04/2020,188,31,6,239.0,
158,08/05/2020,311,27,8,243.0,
159,08/06/2020,287,31,6,246.0,
160,08/07/2020,268,18,5,246.0,
161,08/08/2020,154,17,6,242.0,
162,08/09/2020,133,25,3,242.0,
163,08/10/2020,298,27,6,234.0,
164,08/11/2020,258,18,6,244.0,
165,08/12/2020,317,26,2,245.0,
166,08/13/2020,261,33,3,241.0,
167,08/14/2020,274,30,4,242.0,
168,08/15/2020,150,21,7,242.0,
169,08/16/2020,138,19,5,242.0,
170,08/17/2020,330,26,6,247.0,
171,08/18/2020,280,35,2,250.0,
172,08/19/2020,281,27,2,245.0,
173,08/20/2020,222,29,7,239.0,
174,08/21/2020,241,29,3,235.0,
175,08/22/2020,142,20,6,233.0,
176,08/23/2020,151,18,4,235.0,
177,08/24/2020,292,26,8,230.0,
178,08/25/2020,278,36,5,230.0,
179,08/26/2020,306,22,6,233.0,
180,08/27/2020,253,27,1,238.0,
181,08/28/2020,279,19,6,243.0,
182,08/29/2020,117,22,3,239.0,
183,08/30/2020,171,19,8,242.0,
184,08/31/2020,299,30,3,243.0,
185,09/01/2020,286,21,5,244.0,
186,09/02/2020,272,21,6,240.0,
187,09/03/2020,266,19,6,241.0,
188,09/04/2020,210,25,4,232.0,
189,09/05/2020,157,16,2,237.0,
190,09/06/2020,182,20,7,239.0,
191,09/07/2020,182,19,3,222.0,
192,09/08/2020,341,22,2,230.0,
193,09/09/2020,306,12,1,235.0,6000.0
194,09/10/2020,258,10,1,234.0,6000.0
195,09/11/2020,234,11,3,237.0,6000.0
196,09/12/2020,136,2,3,234.0,6000.0
197,09/13/2020,99,6,0,222.0,6000.0
198,09/14/2020,66,1,0,206.0,6000.0
199,09/15/2020,17,1,0,159.0,6000.0
